Code,Name,ListingDate,Shares,ListingBoard,Sector,LastPrice,MarketCap,MinutesFirstAdded,MinutesLastUpdated,HourlyFirstAdded,HourlyLastUpdated,DailyFirstAdded,DailyLastUpdated
INPC,Bank Artha Graha Internasional,1990-08-23,20021178779,Utama,Financials,97,1942054341563,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
INPP,Indonesian Paradise Property T,2004-01-12,11181971732,Pengembangan,Properties & Real Estate,458,5121343053256,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2004-01-12,2022-04-16
INPS,Indah Prakasa Sentosa Tbk.,2018-04-06,650000000,Pengembangan,Energy,1050,682500000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2018-04-06,2022-04-16
INRU,Toba Pulp Lestari Tbk.,1990-06-18,1388883283,Pengembangan,Basic Materials,695,965273881685,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
INTA,Intraco Penta Tbk.,1993-08-23,3343935022,Pengembangan,Industrials,67,224043646474,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
INTD,Inter Delta Tbk,1989-12-18,591828000,Pengembangan,Basic Materials,244,144406032000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
INTP,Indocement Tunggal Prakarsa Tb,1989-12-05,3681231699,Utama,Basic Materials,10050,36996378574950,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
IPAC,Era Graharealty Tbk.,2021-06-30,949868500,Akselerasi,Properties & Real Estate,118,112084483000,2021-11-01 09:00:00,2022-04-15 15:59:00,2021-06-30 09:00:00,2022-04-15 16:00:00,2021-06-30,2022-04-16
IPCC,Indonesia Kendaraan Terminal T,2018-07-09,1818384820,Utama,Infrastructures,545,991019726900,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2018-07-09,2022-04-16
IPCM,Jasa Armada Indonesia Tbk.,2017-12-22,5284811100,Utama,Infrastructures,298,1574873707800,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2017-12-22,2022-04-16
IPOL,Indopoly Swakarsa Industry Tbk,2010-07-09,6443379509,Utama,Basic Materials,166,1069600998494,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2010-07-09,2022-04-16
IPPE,Indo Pureco Pratama Tbk.,2021-12-09,4600000000,Pengembangan,Consumer Non-Cyclicals,328,1508800000000,2021-12-09 09:00:00,2022-04-15 15:59:00,2021-12-09 09:00:00,2022-04-15 16:00:00,2021-12-09,2022-04-16
IPTV,MNC Vision Networks Tbk.,2019-07-08,42197950841,Utama,Consumer Cyclicals,117,4937160248397,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2019-07-08,2022-04-16
IRRA,Itama Ranoraya Tbk.,2019-10-15,1600000000,Pengembangan,Healthcare,1500,2400000000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2019-10-15,2022-04-16
ISAT,Indosat Tbk.,1994-10-19,8062702740,Utama,Infrastructures,5225,42127621816500,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
ISSP,Steel Pipe Industry of Indones,2013-02-22,7185992035,Utama,Basic Materials,360,2586957132600,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2013-02-22,2022-04-16
ITIC,Indonesian Tobacco Tbk.,2019-07-04,940720000,Pengembangan,Consumer Non-Cyclicals,290,272808800000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2019-07-04,2022-04-16
ITMA,Sumber Energi Andalan Tbk.,1990-12-10,870701000,Pengembangan,Energy,570,496299570000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
ITMG,Indo Tambangraya Megah Tbk.,2007-12-18,1129925000,Utama,Energy,28300,31976877500000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2007-12-18,2022-04-16
JAST,Jasnita Telekomindo Tbk.,2019-05-16,813626700,Pengembangan,Infrastructures,138,112280484600,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2019-05-16,2022-04-16
JAWA,Jaya Agra Wattie Tbk.,2011-05-30,3774685500,Utama,Consumer Non-Cyclicals,164,619048422000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2011-05-30,2022-04-16
JAYA,Armada Berjaya Trans Tbk.,2019-02-21,750000210,Pengembangan,Transportation & Logistic,162,121500034020,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2019-02-21,2022-04-16
JECC,Jembo Cable Company Tbk.,1992-11-18,151200000,Pengembangan,Industrials,5075,767340000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
JGLE,Graha Andrasentra Propertindo ,2016-06-29,22581909405,Pengembangan,Consumer Cyclicals,50,1129095470250,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2016-06-29,2022-04-16
JIHD,Jakarta International Hotels &,1984-02-29,2329040482,Pengembangan,Consumer Cyclicals,314,731318711348,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
JKON,Jaya Konstruksi Manggala Prata,2007-12-04,16308519860,Utama,Infrastructures,83,1353607148380,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2007-12-04,2022-04-16
JKSW,Jakarta Kyoei Steel Works Tbk.,1997-08-06,150000000,Pengembangan,Basic Materials,60,9000000000,,,,,2001-04-16,2022-04-16
JMAS,Asuransi Jiwa Syariah Jasa Mit,2017-12-18,1000000000,Pengembangan,Financials,120,120000000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2017-12-18,2022-04-16
JPFA,Japfa Comfeed Indonesia Tbk.,1989-10-23,11726575201,Utama,Consumer Non-Cyclicals,1590,18645254569590,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
JRPT,Jaya Real Property Tbk.,1994-06-29,13750000000,Utama,Properties & Real Estate,490,6737500000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
JSKY,Sky Energy Indonesia Tbk.,2018-03-28,2032540000,Utama,Energy,73,148375420000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2018-03-28,2022-04-16
JSMR,Jasa Marga (Persero) Tbk.,2007-11-12,7257871200,Utama,Infrastructures,3680,26708966016000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2007-11-12,2022-04-16
JSPT,Jakarta Setiabudi Internasiona,1998-01-12,2318736000,Pengembangan,Consumer Cyclicals,740,1715864640000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
JTPE,Jasuindo Tiga Perkasa Tbk.,2002-04-16,1713012500,Pengembangan,Industrials,1060,1815793250000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2002-04-16,2022-04-16
KAEF,Kimia Farma Tbk.,2001-07-04,5554000000,Utama,Healthcare,1470,8164380000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-07-04,2022-04-16
KARW,ICTSI Jasa Prima Tbk.,1994-12-20,587152700,Pengembangan,Infrastructures,132,77504156400,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
KAYU,Darmi Bersaudara Tbk.,2019-07-04,665000000,Pengembangan,Basic Materials,50,33250000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2019-07-04,2022-04-16
KBAG,Karya Bersama Anugerah Tbk.,2020-04-08,7150001509,Pengembangan,Properties & Real Estate,50,357500075450,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2020-04-08,2022-04-16
KBLI,KMI Wire & Cable Tbk.,1992-07-06,4007235107,Utama,Industrials,272,1089967949104,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
KBLM,Kabelindo Murni Tbk.,1992-06-01,1120000000,Pengembangan,Industrials,202,226240000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
KBLV,First Media Tbk.,2000-02-25,1742167907,Pengembangan,Infrastructures,250,435541976750,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
KBRI,Kertas Basuki Rachmat Indonesi,2008-07-11,8687995734,Pengembangan,Basic Materials,50,434399786700,,,,,2008-07-11,2022-04-16
KDSI,Kedawung Setia Industrial Tbk.,1996-07-29,405000000,Pengembangan,Basic Materials,1015,411075000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
KEEN,Kencana Energi Lestari Tbk.,2019-09-02,3666312500,Utama,Infrastructures,452,1657173250000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2019-09-02,2022-04-16
KEJU,Mulia Boga Raya Tbk.,2019-11-25,1500000000,Pengembangan,Consumer Non-Cyclicals,1210,1815000000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2019-11-25,2022-04-16
KIAS,Keramika Indonesia Assosiasi T,1994-12-08,14929100000,Pengembangan,Industrials,50,746455000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
KICI,Kedaung Indah Can Tbk,1993-10-28,276000000,Utama,Consumer Cyclicals,272,75072000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
KIJA,Kawasan Industri Jababeka Tbk.,1995-01-10,20824888369,Utama,Properties & Real Estate,173,3602705687837,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
KINO,Kino Indonesia Tbk.,2015-12-11,1428571500,Utama,Consumer Non-Cyclicals,4010,5728571715000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2015-12-11,2022-04-16
KIOS,Kioson Komersial Indonesia Tbk,2017-10-05,717239900,Pengembangan,Technology,416,298371798400,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2017-10-05,2022-04-16
KJEN,Krida Jaringan Nusantara Tbk.,2019-07-01,500000000,Pengembangan,Transportation & Logistic,224,112000000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2019-07-01,2022-04-16
KKGI,Resource Alam Indonesia Tbk.,1991-07-01,5000000000,Utama,Energy,488,2440000000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
KLBF,Kalbe Farma Tbk.,1991-07-30,46875122110,Utama,Healthcare,1585,74297068544350,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
KMDS,Kurniamitra Duta Sentosa Tbk.,2020-09-07,800000000,Pengembangan,Consumer Non-Cyclicals,420,336000000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-09-07 09:00:00,2022-04-15 16:00:00,2020-09-07,2022-04-16
KMTR,Kirana Megatara Tbk.,2017-06-19,8215366379,Pengembangan,Basic Materials,290,2382456249910,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2017-06-19,2022-04-16
KOBX,Kobexindo Tractors Tbk.,2012-07-05,2272500000,Utama,Industrials,346,786285000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2012-07-05,2022-04-16
KOIN,Kokoh Inti Arebama Tbk,2008-04-09,980843732,Pengembangan,Industrials,152,149088247264,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2008-04-09,2022-04-16
KONI,Perdana Bangun Pusaka Tbk,1995-08-22,312000000,Pengembangan,Industrials,2200,686400000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
KOPI,Mitra Energi Persada Tbk.,2015-05-04,697266668,Pengembangan,Energy,545,380010334060,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2015-05-04,2022-04-16
KOTA,DMS Propertindo Tbk.,2019-07-09,10546185701,Utama,Properties & Real Estate,50,527309285050,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2019-07-09,2022-04-16
KPAL,Steadfast Marine Tbk.,2018-06-08,1069009400,Utama,Industrials,50,53450470000,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2018-06-08,2022-04-16
KPAS,Cottonindo Ariesta Tbk.,2018-10-05,768043253,Pengembangan,Consumer Non-Cyclicals,62,47618681686,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2018-10-05,2022-04-16
KPIG,MNC Land Tbk.,2000-03-30,80625726664,Pengembangan,Consumer Cyclicals,98,7901321213072,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
KRAH,Grand Kartech Tbk.,2013-11-08,971190000,Pengembangan,Industrials,436,423438840000,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2013-11-08,2022-04-16
KRAS,Krakatau Steel (Persero) Tbk.,2010-11-10,19346396900,Utama,Basic Materials,396,7661173172400,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2010-11-10,2022-04-16
KREN,Kresna Graha Investama Tbk.,2002-06-28,18208470100,Utama,Technology,51,928631975100,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2002-06-28,2022-04-16
KUAS,Ace Oldfields Tbk.,2021-10-25,1292570540,Pengembangan,Industrials,73,94357649420,2021-11-01 09:00:00,2022-04-15 15:59:00,2021-10-25 09:00:00,2022-04-15 16:00:00,2021-10-25,2022-04-16
LABA,Ladangbaja Murni Tbk.,2021-06-10,1000118550,Pengembangan,Industrials,119,119014107450,2021-11-01 09:00:00,2022-04-15 15:59:00,2021-06-10 09:00:00,2022-04-15 16:00:00,2021-06-10,2022-04-16
LAND,Trimitra Propertindo Tbk.,2018-08-23,2792620000,Pengembangan,Properties & Real Estate,82,228994840000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2018-08-23,2022-04-16
LAPD,Leyand International Tbk.,2001-07-17,3966350139,Pengembangan,Infrastructures,50,198317506950,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-07-17,2022-04-16
LCGP,Eureka Prima Jakarta Tbk.,2007-07-13,5630000914,Pengembangan,Properties & Real Estate,114,641820104196,,,,,2007-07-13,2022-04-16
LCKM,LCK Global Kedaton Tbk.,2018-01-16,1000000000,Pengembangan,Infrastructures,288,288000000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2018-01-16,2022-04-16
LEAD,Logindo Samudramakmur Tbk.,2013-12-11,4049616328,Utama,Energy,54,218679281712,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2013-12-11,2022-04-16
LFLO,Imago Mulia Persada Tbk.,2021-04-07,1307734937,Akselerasi,Consumer Cyclicals,99,129465758763,2021-11-01 09:00:00,2022-04-15 15:59:00,2021-04-07 09:00:00,2022-04-15 16:00:00,2021-04-07,2022-04-16
LIFE,Asuransi Jiwa Sinarmas MSIG Tb,2019-07-09,2100000000,Utama,Financials,5400,11340000000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2019-07-09,2022-04-16
LINK,Link Net Tbk.,2014-06-02,2863195484,Utama,Infrastructures,4400,12598060129600,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2014-06-02,2022-04-16
LION,Lion Metal Works Tbk.,1993-08-20,520160000,Utama,Industrials,330,171652800000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
LMAS,Limas Indonesia Makmur Tbk,2001-12-28,787851525,Pengembangan,Technology,50,39392576250,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-12-28,2022-04-16
LMPI,Langgeng Makmur Industri Tbk.,1994-10-17,1008517669,Pengembangan,Consumer Cyclicals,179,180524662751,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
LMSH,Lionmesh Prima Tbk.,1990-06-04,96000000,Pengembangan,Basic Materials,710,68160000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
LPCK,Lippo Cikarang Tbk,1997-07-24,2679600000,Utama,Properties & Real Estate,1180,3161928000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
LPGI,Lippo General Insurance Tbk.,1997-07-22,150000000,Utama,Financials,9750,1462500000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
LPIN,Multi Prima Sejahtera Tbk,1990-02-05,425000000,Pengembangan,Consumer Cyclicals,430,182750000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
LPKR,Lippo Karawaci Tbk.,1996-06-28,70898018369,Utama,Properties & Real Estate,128,9074946351232,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
LPLI,Star Pacific Tbk,1989-10-23,1170432803,Pengembangan,Properties & Real Estate,266,311335125598,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
LPPF,Matahari Department Store Tbk.,1989-10-09,2626148780,Utama,Consumer Cyclicals,5750,15100355485000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
LPPS,Lenox Pasifik Investama Tbk.,1994-03-28,2588250000,Pengembangan,Financials,103,266589750000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
LRNA,Eka Sari Lorena Transport Tbk.,2014-04-15,350000022,Pengembangan,Transportation & Logistic,191,66850004202,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2014-04-15,2022-04-16
LSIP,PP London Sumatra Indonesia Tb,1996-07-05,6822863965,Utama,Consumer Non-Cyclicals,1495,10200181627675,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
LTLS,Lautan Luas Tbk.,1997-07-21,1560000000,Utama,Basic Materials,775,1209000000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
LUCK,Sentral Mitra Informatika Tbk.,2018-11-28,715749640,Pengembangan,Technology,264,188957904960,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2018-11-28,2022-04-16
LUCY,Lima Dua Lima Tiga Tbk.,2021-05-05,1035000200,Akselerasi,Consumer Cyclicals,118,122130023600,2021-11-01 09:00:00,2022-04-15 15:59:00,2021-05-05 09:00:00,2022-04-15 16:00:00,2021-05-05,2022-04-16
MABA,Marga Abhinaya Abadi Tbk.,2017-06-22,15365229912,Pengembangan,Consumer Cyclicals,50,768261495600,,,,,2017-06-22,2022-04-16
MAGP,Multi Agro Gemilang Plantation,2013-01-16,9000000004,Pengembangan,Consumer Non-Cyclicals,50,450000000200,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2013-01-16,2022-04-16
MAIN,Malindo Feedmill Tbk.,2006-02-10,2238750000,Utama,Consumer Non-Cyclicals,650,1455187500000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2006-02-10,2022-04-16
MAMI,Mas Murni Indonesia Tbk,1994-02-09,12299117590,Utama,Consumer Cyclicals,50,614955879500,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
MAPA,Map Aktif Adiperkasa Tbk.,2018-07-05,2850400000,Pengembangan,Consumer Cyclicals,3090,8807736000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2018-07-05,2022-04-16
MAPB,MAP Boga Adiperkasa Tbk.,2017-06-21,2170922900,Pengembangan,Consumer Cyclicals,1515,3288948193500,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2017-06-21,2022-04-16
MAPI,Mitra Adiperkasa Tbk.,2004-11-10,16600000000,Utama,Consumer Cyclicals,890,14774000000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2004-11-10,2022-04-16
MARI,Mahaka Radio Integra Tbk.,2016-02-11,5252644000,Pengembangan,Consumer Cyclicals,264,1386698016000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2016-02-11,2022-04-16
MARK,Mark Dynamics Indonesia Tbk.,2017-07-12,3800000310,Utama,Industrials,1200,4560000372000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2017-07-12,2022-04-16
MASA,Multistrada Arah Sarana Tbk.,2005-06-09,9182946945,Utama,Consumer Cyclicals,3990,36639958310550,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2005-06-09,2022-04-16
MASB,Bank Multiarta Sentosa Tbk.,2021-06-30,1226910070,Pengembangan,Financials,3510,4306454345700,2021-11-01 09:00:00,2022-04-15 15:59:00,2021-06-30 09:00:00,2022-04-15 16:00:00,2021-06-30,2022-04-16
MAYA,Bank Mayapada Internasional Tb,1997-08-29,11714045161,Utama,Financials,590,6911286644990,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
MBAP,Mitrabara Adiperdana Tbk.,2014-07-10,1227271952,Pengembangan,Energy,4790,5878632650080,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2014-07-10,2022-04-16
MBSS,Mitrabahtera Segara Sejati Tbk,2011-04-06,1750026639,Utama,Energy,1260,2205033565140,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2011-04-06,2022-04-16
MBTO,Martina Berto Tbk.,2011-01-13,1070000000,Utama,Consumer Non-Cyclicals,126,134820000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2011-01-13,2022-04-16
MCAS,M Cash Integrasi Tbk.,2017-11-01,867933300,Pengembangan,Technology,12350,10718976255000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2017-11-01,2022-04-16
MCOL,Prima Andalan Mandiri Tbk.,2021-09-07,3555560000,Utama,Energy,4560,16213353600000,2021-11-01 09:00:00,2022-04-15 15:59:00,2021-09-07 09:00:00,2022-04-15 16:00:00,2021-09-07,2022-04-16
MCOR,Bank China Construction Bank I,2007-07-03,37540533209,Utama,Financials,97,3641431721273,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2007-07-03,2022-04-16
MDIA,Intermedia Capital Tbk.,2014-04-11,39215538400,Utama,Consumer Cyclicals,53,2078423535200,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2014-04-11,2022-04-16
MDKA,Merdeka Copper Gold Tbk.,2015-06-19,22904850815,Pengembangan,Basic Materials,5250,120250466778750,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2015-06-19,2022-04-16
MDKI,Emdeki Utama Tbk.,2017-09-25,2530150002,Utama,Basic Materials,197,498439550394,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2017-09-25,2022-04-16
MDLN,Modernland Realty Tbk.,1993-01-18,12533067322,Utama,Properties & Real Estate,84,1052777655048,2021-12-20 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
MDRN,Modern Internasional Tbk.,1991-07-16,7632167798,Utama,Industrials,50,381608389900,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
MEDC,Medco Energi Internasional Tbk,1994-10-12,25136231252,Utama,Energy,525,13196521407300,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
MEGA,Bank Mega Tbk.,2000-04-17,11623514905,Utama,Financials,6200,72065792411000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
MERK,Merck Tbk.,1981-07-23,448000000,Pengembangan,Healthcare,3940,1765120000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
