"TransactionID,TransactionDate,OrderID,Revenue,COGS,GrossProfit,OperatingExpenses,NetProfit"
"TX00111,2023-12-06,111,26148.29,10459.41,15688.88,2868.93,12819.95"
"TX00112,2023-03-15,112,4560.55,1824.21,2736.34,31.78,2704.56"
"TX00113,2023-09-03,113,20646.5,8258.56,12387.94,560.72,11827.22"
"TX00114,2023-12-14,114,1305.98,522.38,783.6,1016.95,-233.35"
"TX00115,2023-03-05,115,4251.5199999999995,1700.6200000000001,2550.9,2989.8,-438.9"
"TX00116,2023-08-04,116,17369.32,6947.67,10421.65,300.13,10121.52"
"TX00117,2023-08-03,117,17778.25,7111.25,10667.0,845.16,9821.84"
"TX00118,2023-06-24,118,25369.85,10147.93,15221.92,1584.75,13637.17"
"TX00119,2023-09-09,119,18293.72,7317.43,10976.29,1810.3,9165.99"
"TX00120,2023-08-19,120,3646.86,1458.8,2188.06,1584.63,603.43"
"TX00121,2023-06-30,121,27108.739999999998,10843.51,16265.23,255.46,16009.77"
"TX00122,2023-01-30,122,21663.160000000003,8665.27,12997.89,881.08,12116.81"
"TX00123,2023-02-22,123,11863.3,4745.32,7117.98,1163.31,5954.67"
"TX00124,2023-01-07,124,8554.74,3421.92,5132.82,108.45,5024.37"
"TX00125,2023-07-13,125,9400.05,3760.02,5640.03,2859.94,2780.09"
"TX00126,2023-07-07,126,24368.67,9747.49,14621.18,2205.94,12415.24"
"TX00127,2023-09-01,127,2647.16,1058.9,1588.26,1101.8,486.46"
"TX00128,2023-02-24,128,4561.17,1824.49,2736.68,1053.3,1683.38"
"TX00129,2023-01-26,129,20394.58,8157.94,12236.64,2307.41,9929.23"
"TX00130,2023-07-27,130,23939.010000000002,9575.5,14363.51,639.91,13723.6"
"TX00131,2023-08-10,131,19344.3,7737.860000000001,11606.44,2306.64,9299.8"
"TX00132,2023-04-29,132,26401.55,10560.7,15840.85,479.85,15361.0"
"TX00133,2023-09-24,133,13513.6,5405.39,8108.21,2942.53,5165.68"
"TX00134,2023-09-27,134,9114.42,3645.87,5468.55,2019.9,3448.65"
"TX00135,2023-05-01,135,6239.25,2495.78,3743.47,2527.88,1215.59"
"TX00136,2023-11-19,136,12808.33,5123.25,7685.08,2186.04,5499.04"
"TX00137,2023-07-18,137,7574.05,3029.7799999999997,4544.27,2293.03,2251.24"
"TX00138,2023-07-28,138,6204.540000000001,2481.88,3722.66,1540.13,2182.53"
"TX00139,2023-01-27,139,7110.299999999999,2844.11,4266.19,532.16,3734.03"
"TX00140,2023-09-07,140,779.8,311.9,467.9,2926.6,-2458.7"
"TX00141,2023-05-14,141,9200.5,3680.3199999999997,5520.18,1772.42,3747.76"
"TX00142,2023-09-03,142,10989.41,4395.68,6593.73,2191.8,4401.93"
"TX00143,2023-02-06,143,19420.579999999998,7768.34,11652.24,529.72,11122.52"
"TX00144,2023-10-07,144,1288.72,515.49,773.23,2717.27,-1944.04"
"TX00145,2023-06-12,145,25519.9,10208.03,15311.87,850.24,14461.63"
"TX00146,2023-07-05,146,7493.05,2997.22,4495.83,945.86,3549.97"
"TX00147,2023-12-06,147,14768.06,5907.26,8860.8,2804.96,6055.84"
"TX00148,2023-02-09,148,9117.400000000001,3647.04,5470.36,1072.57,4397.79"
"TX00149,2023-03-11,149,20980.42,8392.220000000001,12588.2,1353.69,11234.51"
"TX00150,2023-09-28,150,5838.48,2335.32,3503.16,2361.24,1141.92"
"TX00151,2023-05-17,151,46.64,18.64,28.0,810.67,-782.67"
"TX00152,2023-10-20,152,25542.85,10217.21,15325.64,834.07,14491.57"
"TX00153,2023-05-02,153,26120.39,10448.220000000001,15672.17,1693.82,13978.35"
"TX00154,2023-11-07,154,18680.07,7472.05,11208.02,2534.96,8673.06"
"TX00155,2023-06-04,155,19138.18,7655.280000000001,11482.9,377.2,11105.7"
"TX00156,2023-07-30,156,22615.59,9046.27,13569.32,608.6,12960.72"
"TX00157,2023-01-16,157,13436.630000000001,5374.62,8062.01,2751.59,5310.42"
"TX00158,2023-02-20,158,13104.849999999999,5242.08,7862.77,542.48,7320.29"
"TX00159,2023-07-13,159,6642.0,2656.83,3985.17,1584.85,2400.32"
"TX00160,2023-12-14,160,18753.96,7501.5599999999995,11252.4,2382.22,8870.18"
"TX00161,2023-07-02,161,12082.86,4833.14,7249.72,1575.15,5674.57"
"TX00162,2023-04-16,162,11830.3,4732.05,7098.25,1592.55,5505.7"
"TX00163,2023-01-14,163,7384.56,2953.7799999999997,4430.78,2206.84,2223.94"
"TX00164,2023-07-03,164,13312.96,5325.110000000001,7987.85,2541.98,5445.87"
"TX00165,2023-10-28,165,18880.71,7552.290000000001,11328.42,2834.51,8493.91"
"TX00166,2023-04-14,166,14762.94,5905.27,8857.67,955.97,7901.7"
"TX00167,2023-11-28,167,12081.58,4832.56,7249.02,580.86,6668.16"
"TX00168,2023-10-07,168,16624.9,6649.99,9974.91,2564.28,7410.63"
"TX00169,2023-03-26,169,9372.09,3748.8900000000003,5623.2,2836.01,2787.19"
"TX00170,2023-08-14,170,11629.38,4651.68,6977.7,740.79,6236.91"
"TX00171,2023-11-12,171,5427.28,2170.88,3256.4,1050.76,2205.64"
"TX00172,2023-03-14,172,3701.37,1480.63,2220.74,2860.93,-640.19"
"TX00173,2023-05-26,173,7478.09,2991.3199999999997,4486.77,276.38,4210.39"
"TX00174,2023-11-17,174,19956.91,7982.77,11974.14,2056.89,9917.25"
"TX00175,2023-10-01,175,11624.65,4649.77,6974.88,2228.7,4746.18"
"TX00176,2023-10-06,176,1796.43,718.59,1077.84,143.37,934.47"
"TX00177,2023-09-28,177,10756.23,4302.599999999999,6453.63,1423.76,5029.87"
"TX00178,2023-02-28,178,15298.18,6119.19,9178.99,1892.34,7286.65"
"TX00179,2023-04-08,179,14466.96,5786.74,8680.22,1699.83,6980.39"
"TX00180,2023-04-28,180,7441.12,2976.4100000000003,4464.71,97.53,4367.18"
"TX00181,2023-10-12,181,19634.19,7853.72,11780.47,591.31,11189.16"
"TX00182,2023-10-20,182,8423.5,3369.46,5054.04,238.0,4816.04"
"TX00183,2023-09-03,183,14116.49,5646.71,8469.78,2615.22,5854.56"
"TX00184,2023-08-18,184,22825.67,9130.17,13695.5,69.45,13626.05"
"TX00185,2023-10-24,185,11851.869999999999,4740.72,7111.15,2862.49,4248.66"
"TX00186,2023-08-29,186,24296.03,9718.21,14577.82,1312.42,13265.4"
"TX00187,2023-03-03,187,5006.96,2002.8,3004.16,399.58,2604.58"
"TX00188,2023-02-19,188,11334.7,4533.860000000001,6800.84,502.48,6298.36"
"TX00189,2023-01-09,189,33737.99,13495.130000000001,20242.86,2794.64,17448.22"
"TX00190,2023-12-13,190,17796.739999999998,7118.64,10678.1,203.14,10474.96"
"TX00191,2023-05-14,191,21226.42,8490.380000000001,12736.04,2087.53,10648.51"
"TX00192,2023-04-02,192,8211.81,3284.81,4927.0,188.21,4738.79"
"TX00193,2023-06-05,193,10621.64,4248.64,6373.0,2168.99,4204.01"
"TX00194,2023-04-12,194,12393.78,4957.42,7436.36,2002.53,5433.83"
"TX00195,2023-07-01,195,4018.58,1607.48,2411.1,1616.03,795.07"
"TX00196,2023-10-13,196,17554.87,7022.06,10532.81,990.61,9542.2"
"TX00197,2023-06-21,197,14815.77,5926.3,8889.47,903.8,7985.67"
"TX00198,2023-03-11,198,8037.7,3215.14,4822.56,2260.71,2561.85"
"TX00199,2023-01-30,199,12334.220000000001,4933.74,7400.48,2193.51,5206.97"
"TX00200,2023-06-12,200,12529.93,5012.02,7517.91,1022.98,6494.93"
"TX00201,2023-12-20,201,6512.77,2605.16,3907.61,263.1,3644.51"
"TX00202,2023-11-02,202,9021.21,3608.52,5412.69,852.73,4559.96"
"TX00203,2023-05-21,203,14009.33,5603.74,8405.59,2245.32,6160.27"
"TX00204,2023-09-26,204,2406.95,962.78,1444.17,442.77,1001.4"
"TX00205,2023-04-29,205,14229.77,5691.76,8538.01,1139.01,7399.0"
"TX00206,2023-06-29,206,9862.76,3945.13,5917.63,2644.61,3273.02"
"TX00207,2023-09-10,207,19288.45,7715.32,11573.13,975.37,10597.76"
"TX00208,2023-10-01,208,8670.220000000001,3468.0499999999997,5202.17,939.04,4263.13"
"TX00209,2023-01-03,209,12707.84,5083.14,7624.7,619.39,7005.31"
"TX00210,2023-02-26,210,26286.33,10514.460000000001,15771.87,46.24,15725.63"
"TX00211,2023-12-02,211,5803.2,2321.25,3481.95,2479.8,1002.15"
"TX00212,2023-01-22,212,15391.080000000002,6156.26,9234.82,1248.15,7986.67"
"TX00213,2023-04-14,213,10067.85,4027.16,6040.69,565.17,5475.52"
"TX00214,2023-06-26,214,10637.57,4255.02,6382.55,1468.28,4914.27"
"TX00215,2023-04-03,215,32006.949999999997,12803.06,19203.89,136.43,19067.46"
"TX00216,2023-02-11,216,6029.79,2411.9300000000003,3617.86,1430.93,2186.93"
"TX00217,2023-11-27,217,18715.02,7486.2,11228.82,1517.58,9711.24"
"TX00218,2023-08-28,218,10115.54,4046.3,6069.24,2790.41,3278.83"
"TX00219,2023-11-08,219,19066.46,7626.650000000001,11439.81,2439.59,9000.22"
"TX00220,2023-12-07,220,21273.899999999998,8509.58,12764.32,815.22,11949.1"
"TX00221,2023-03-16,221,21749.27,8699.79,13049.48,739.38,12310.1"
"TX00222,2023-11-21,222,9390.720000000001,3756.13,5634.59,2073.1,3561.49"
"TX00223,2023-05-10,223,14905.66,5962.29,8943.37,274.27,8669.1"
"TX00224,2023-04-02,224,15147.3,6059.049999999999,9088.25,317.41,8770.84"
"TX00225,2023-06-26,225,28885.97,11554.41,17331.56,1247.98,16083.58"
"TX00226,2023-08-01,226,1667.91,667.17,1000.74,2404.17,-1403.43"
"TX00227,2023-06-28,227,10053.119999999999,4021.2599999999998,6031.86,2301.95,3729.91"
"TX00228,2023-06-17,228,7700.299999999999,3080.1400000000003,4620.16,2897.09,1723.07"
"TX00229,2023-07-26,229,10727.76,4291.099999999999,6436.66,289.26,6147.4"
"TX00230,2023-07-18,230,19442.58,7776.97,11665.61,1498.54,10167.07"
"TX00231,2023-04-14,231,31108.949999999997,12443.720000000001,18665.23,2683.38,15981.85"
"TX00232,2023-10-30,232,8877.38,3550.87,5326.51,2775.17,2551.34"
"TX00233,2023-03-30,233,7330.82,2932.43,4398.39,47.5,4350.89"
"TX00234,2023-08-07,234,26960.3,10784.22,16176.08,1425.17,14750.91"
"TX00235,2023-10-08,235,3311.0099999999998,1324.45,1986.56,2889.02,-902.46"
"TX00236,2023-10-30,236,2009.06,803.59,1205.47,2504.88,-1299.41"
"TX00237,2023-04-30,237,11051.54,4420.639999999999,6630.9,645.14,5985.76"
"TX00238,2023-10-23,238,21917.89,8767.16,13150.73,1368.0,11782.73"
"TX00239,2023-08-14,239,22989.58,9195.85,13793.73,766.66,13027.07"
"TX00240,2023-12-02,240,11703.14,4681.32,7021.82,473.55,6548.27"
"TX00241,2023-10-17,241,5160.77,2064.27,3096.5,1486.87,1609.63"
"TX00242,2023-05-18,242,10215.22,4086.18,6129.04,2456.18,3672.86"
"TX00243,2023-07-11,243,16549.77,6619.85,9929.92,2855.03,7074.89"
"TX00244,2023-08-02,244,23075.64,9230.18,13845.46,1200.91,12644.55"
"TX00245,2023-08-31,245,18864.07,7545.8099999999995,11318.26,2068.73,9249.53"
"TX00246,2023-10-13,246,6453.16,2581.24,3871.92,1157.02,2714.9"
"TX00247,2023-01-29,247,8140.41,3256.2100000000005,4884.2,78.67,4805.53"
"TX00248,2023-11-06,248,6383.08,2553.23,3829.85,2994.95,834.9"
"TX00249,2023-01-11,249,20276.64,8110.5599999999995,12166.08,586.68,11579.4"
"TX00250,2023-12-12,250,7050.29,2820.1299999999997,4230.16,2475.03,1755.13"
"TX00251,2023-07-10,251,10558.53,4223.46,6335.07,212.38,6122.69"
"TX00252,2023-08-19,252,5471.53,2188.59,3282.94,210.06,3072.88"
"TX00253,2023-04-18,253,12642.92,5057.17,7585.75,2970.69,4615.06"
"TX00254,2023-05-12,254,11212.83,4485.2,6727.63,2900.68,3826.95"
"TX00255,2023-01-21,255,9639.289999999999,3855.6800000000003,5783.61,669.1,5114.51"
"TX00256,2023-06-09,256,11696.42,4678.54,7017.88,2360.79,4657.09"
"TX00257,2023-07-01,257,12028.35,4811.49,7216.86,2131.14,5085.72"
"TX00258,2023-12-12,258,9335.11,3734.11,5601.0,1014.5,4586.5"
"TX00259,2023-11-12,259,15517.64,6207.16,9310.48,2391.43,6919.05"
"TX00260,2023-04-11,260,5225.5599999999995,2090.21,3135.35,1504.99,1630.36"
"TX00261,2023-12-28,261,14578.36,5831.3099999999995,8747.05,1884.36,6862.69"
"TX00262,2023-02-27,262,7283.71,2913.39,4370.32,476.6,3893.72"
"TX00263,2023-08-31,263,15780.98,6312.25,9468.73,2388.63,7080.1"
"TX00264,2023-03-24,264,4941.43,1976.63,2964.8,2631.64,333.16"
"TX00265,2023-08-17,265,40544.56,16218.02,24326.54,664.09,23662.45"
"TX00266,2023-03-25,266,3618.0899999999997,1447.22,2170.87,2718.71,-547.84"
"TX00267,2023-12-18,267,7520.31,3008.1600000000003,4512.15,2723.8,1788.35"
"TX00268,2023-03-17,268,2426.58,970.6099999999999,1455.97,2373.09,-917.12"
"TX00269,2023-06-20,269,10570.5,4228.26,6342.24,634.6,5707.64"
"TX00270,2023-09-05,270,12977.83,5191.0,7786.83,611.22,7175.61"
"TX00271,2023-01-16,271,12928.119999999999,5171.26,7756.86,1178.42,6578.44"
"TX00272,2023-02-09,272,18134.870000000003,7253.91,10880.96,2201.6,8679.36"
"TX00273,2023-09-02,273,8410.44,3364.25,5046.19,915.28,4130.91"
"TX00274,2023-01-21,274,17593.61,7037.55,10556.06,2278.43,8277.63"
"TX00275,2023-07-10,275,10758.17,4303.219999999999,6454.95,742.15,5712.8"
"TX00276,2023-11-13,276,6749.199999999999,2699.74,4049.46,1856.3,2193.16"
"TX00277,2023-11-20,277,7337.23,2934.88,4402.35,730.31,3672.04"
"TX00278,2023-12-29,278,14474.619999999999,5789.87,8684.75,545.67,8139.08"
"TX00279,2023-09-21,279,35756.59,14302.7,21453.89,1531.53,19922.36"
"TX00280,2023-06-21,280,17247.73,6899.24,10348.49,2983.24,7365.25"
"TX00281,2023-11-22,281,10451.06,4180.45,6270.61,416.83,5853.78"
"TX00282,2023-12-12,282,20792.16,8316.960000000001,12475.2,1756.5,10718.7"
"TX00283,2023-08-23,283,26254.18,10501.66,15752.52,1363.24,14389.28"
"TX00284,2023-03-08,284,35029.57,14011.88,21017.69,1540.4,19477.29"
"TX00285,2023-05-20,285,3349.44,1339.76,2009.68,2150.7,-141.02"
"TX00286,2023-02-10,286,26863.91,10745.720000000001,16118.19,1636.79,14481.4"
"TX00287,2023-11-05,287,22750.53,9100.26,13650.27,330.88,13319.39"
"TX00288,2023-12-26,288,19316.97,7726.78,11590.19,1862.69,9727.5"
"TX00289,2023-05-02,289,6824.84,2729.9,4094.94,2207.08,1887.86"
"TX00290,2023-11-27,290,13416.57,5366.719999999999,8049.85,1503.62,6546.23"
"TX00292,2023-07-24,292,5795.73,2318.3199999999997,3477.41,34.11,3443.3"
"TX00293,2023-04-06,293,10184.460000000001,4073.98,6110.48,1091.44,5019.04"
"TX00294,2023-02-26,294,25800.11,10319.92,15480.19,2739.94,12740.25"
"TX00295,2023-05-27,295,8229.86,3292.01,4937.85,2821.2,2116.65"
"TX00296,2023-03-30,296,18843.59,7537.4,11306.19,1550.43,9755.76"
"TX00298,2023-11-07,298,11989.24,4795.76,7193.48,2959.24,4234.24"
"TX00299,2023-12-12,299,9013.19,3605.2400000000002,5407.95,377.9,5030.05"
"TX00300,2023-06-01,300,3275.16,1310.12,1965.04,98.31,1866.73"
"TX00301,2023-08-15,301,7074.37,2829.83,4244.54,1584.11,2660.43"
"TX00302,2023-08-27,302,3645.54,1458.1799999999998,2187.36,481.14,1706.22"
"TX00303,2023-12-05,303,10942.400000000001,4376.97,6565.43,1606.47,4958.96"
"TX00304,2023-09-27,304,5082.2,2032.92,3049.28,1648.53,1400.75"
"TX00305,2023-05-16,305,10315.65,4126.200000000001,6189.45,1063.22,5126.23"
"TX00306,2023-06-15,306,21432.44,8573.11,12859.33,1471.8,11387.53"
"TX00307,2023-09-08,307,3355.54,1342.1100000000001,2013.43,1077.12,936.31"
"TX00308,2023-12-19,308,7572.12,3028.89,4543.23,909.25,3633.98"
"TX00309,2023-09-16,309,14690.630000000001,5876.38,8814.25,1880.88,6933.37"
"TX00310,2023-12-02,310,12031.55,4812.69,7218.86,1173.54,6045.32"
"TX00311,2023-10-31,311,3738.46,1495.42,2243.04,1791.5,451.54"
"TX00312,2023-04-25,312,14857.61,5943.11,8914.5,300.74,8613.76"
"TX00313,2023-10-26,313,16816.29,6726.71,10089.58,1253.4,8836.18"
"TX00314,2023-12-01,314,15507.76,6203.05,9304.71,648.79,8655.92"
"TX00315,2023-05-28,315,18473.45,7389.58,11083.87,1544.71,9539.16"
"TX00316,2023-02-21,316,10231.42,4092.5899999999997,6138.83,598.53,5540.3"
"TX00317,2023-10-01,317,17221.68,6888.6900000000005,10332.99,1289.08,9043.91"
"TX00318,2023-12-15,318,10421.009999999998,4168.29,6252.72,141.98,6110.74"
"TX00319,2023-06-27,319,17758.2,7103.25,10654.95,2009.13,8645.82"
"TX00320,2023-01-10,320,8084.77,3233.88,4850.89,2818.19,2032.7"
"TX00321,2023-05-01,321,4891.08,1956.48,2934.6,567.35,2367.25"
"TX00322,2023-06-03,322,9657.65,3862.95,5794.7,1011.9,4782.8"
"TX00323,2023-04-04,323,9128.0,3651.25,5476.75,2107.36,3369.39"
"TX00324,2023-06-21,324,18192.2,7276.94,10915.26,1822.63,9092.63"
"TX00325,2023-05-06,325,5160.150000000001,2064.05,3096.1,2030.24,1065.86"
"TX00326,2023-12-25,326,14316.06,5726.51,8589.55,2164.77,6424.78"
"TX00327,2023-04-03,327,19685.86,7874.36,11811.5,2025.72,9785.78"
"TX00328,2023-05-25,328,11920.34,4768.04,7152.3,1613.53,5538.77"
"TX00329,2023-02-25,329,8560.55,3424.2200000000003,5136.33,1169.56,3966.77"
"TX00330,2023-12-20,330,5211.889999999999,2084.86,3127.03,1527.78,1599.25"
"TX00331,2023-05-28,331,13176.23,5270.44,7905.79,2492.55,5413.24"
"TX00332,2023-07-24,332,15737.439999999999,6294.91,9442.53,1301.15,8141.38"
"TX00333,2023-11-11,333,12273.05,4909.29,7363.76,2415.87,4947.89"
