Date,Close,High,Low,Open,Volume
2/27/2023,1265.56665,1265.56665,1239.826312,1248.406425,42554800
2/28/2023,1282.726807,1304.177088,1248.406357,1261.276526,141401100
3/1/2023,1282.726807,1291.306919,1261.276526,1287.016863,74127000
3/2/2023,1282.726807,1299.887031,1274.146694,1287.016863,50943400
3/3/2023,1295.597046,1342.787667,1295.597046,1325.627441,113137800
3/6/2023,1248.40625,1295.596864,1244.116194,1295.596864,68471200
3/7/2023,1226.956177,1248.40646,1222.66612,1235.53629,81747200
3/8/2023,1252.696533,1252.696533,1205.50591,1218.37608,73894700
3/9/2023,1244.116211,1265.56649,1244.116211,1265.56649,42649600
3/10/2023,1226.956177,1244.116403,1222.66612,1244.116403,29013700
3/13/2023,1244.116211,1256.986379,1226.955987,1231.246043,44258200
3/14/2023,1188.345581,1248.406369,1188.345581,1248.406369,60495700
3/15/2023,1179.765503,1209.795898,1171.18539,1196.925728,50051200
3/16/2023,1132.574951,1166.895404,1115.414725,1166.895404,100194800
3/17/2023,1192.63562,1192.63562,1136.86489,1136.86489,165045800
3/20/2023,1166.895386,1192.635725,1162.605329,1184.055612,27177000
3/21/2023,1171.185425,1171.185425,1154.025199,1166.895368,28977600
3/24/2023,1149.735229,1175.47557,1149.735229,1162.6054,51810300
3/27/2023,1149.735229,1175.47557,1145.445173,1162.6054,54183300
3/28/2023,1188.345581,1201.21575,1158.315187,1158.315187,95908100
3/29/2023,1235.536255,1248.406424,1201.215803,1205.50586,106383200
3/30/2023,1231.246216,1252.696498,1222.666103,1244.116385,71977200
3/31/2023,1244.116211,1256.986379,1222.665931,1235.536099,61694500
4/3/2023,1261.276489,1295.596938,1261.276489,1261.276489,98297900
4/4/2023,1308.467285,1321.337455,1291.307058,1291.307058,93744600
4/5/2023,1312.757324,1317.047381,1287.016985,1304.177211,54323500
4/6/2023,1295.597046,1338.49761,1295.597046,1312.757272,71186200
4/10/2023,1282.726807,1312.7572,1274.146694,1295.596975,29429000
4/11/2023,1308.467285,1312.757342,1269.856775,1269.856775,46716100
4/12/2023,1269.856689,1308.467197,1256.98652,1308.467197,84393600
4/13/2023,1269.856689,1291.306971,1265.566633,1269.856689,38736700
4/14/2023,1252.696533,1282.72693,1252.696533,1269.85676,45832600
4/17/2023,1226.956177,1265.566686,1226.956177,1252.696516,47706200
4/18/2023,1287.016968,1295.597081,1231.246233,1231.246233,85627400
4/26/2023,1329.917358,1342.787526,1295.59691,1304.177022,104615000
4/27/2023,1321.337402,1334.207572,1308.467233,1329.917515,41028100
4/28/2023,1342.78772,1355.65789,1312.757323,1329.91755,72560800
5/2/2023,1278.436768,1329.917443,1269.856655,1329.917443,81649400
5/3/2023,1261.276489,1308.467106,1256.986433,1278.436714,71441900
5/4/2023,1252.696533,1287.016986,1244.11642,1256.98659,73997700
5/5/2023,1196.925537,1235.536038,1179.765314,1226.955927,158924500
5/8/2023,1231.246216,1256.986555,1205.505877,1205.505877,65765900
5/9/2023,1239.826416,1248.40653,1226.956246,1248.40653,45066800
5/10/2023,1261.276489,1274.146658,1244.116265,1244.116265,84244500
5/11/2023,1201.215942,1265.566796,1184.055715,1252.696626,209469700
5/12/2023,1184.055664,1201.215891,1179.765607,1201.215891,60919400
5/15/2023,1141.155029,1196.925764,1128.28486,1192.635707,116378900
5/16/2023,1145.444946,1175.475338,1141.15489,1158.315114,66336200
5/17/2023,1089.674316,1162.605275,1089.674316,1162.605275,142037300
5/19/2023,1033.903564,1089.674296,1021.033396,1081.094184,168354900
5/22/2023,1055.353882,1068.224051,1033.9036,1051.063825,192718400
5/23/2023,1089.013428,1089.013428,1089.013428,1089.013428,25791700
5/24/2023,1069.991333,1098.524435,1055.724782,1055.724782,105384800
5/25/2023,1008.169678,1046.213817,1008.169678,1046.213817,124673400
5/26/2023,993.9030762,1031.947213,989.1475591,993.9030762,81565700
5/29/2023,984.3919678,1012.925068,955.8588673,1008.169552,80215800
5/30/2023,1003.414185,1022.436254,979.6365973,984.3921147,63219000
5/31/2023,970.1254883,993.9030738,955.858937,984.3920396,169456800
6/5/2023,998.6586304,1031.947251,989.1475958,993.9031131,119850300
6/6/2023,1055.724731,1060.480248,1027.191631,1046.213698,106615300
6/7/2023,1031.947144,1046.213694,1017.680593,1046.213694,69604900
6/8/2023,1046.213745,1050.969262,1027.191677,1041.458228,46850800
6/9/2023,1041.458252,1060.48032,1031.947218,1050.969286,36414600
6/12/2023,1050.969238,1065.235789,1046.213721,1055.724755,32981000
6/13/2023,1050.969238,1055.724755,1022.436137,1041.458204,47913300
6/14/2023,1069.991333,1074.74685,1046.213748,1050.969265,43317300
6/15/2023,1093.768921,1108.035472,1055.724785,1069.991336,75697800
6/16/2023,1103.279907,1117.546458,1093.768874,1117.546458,90162500
6/19/2023,1074.746948,1093.769018,1069.991431,1093.769018,26428500
6/20/2023,1079.502319,1089.013353,1069.991286,1074.746803,24643400
6/21/2023,1074.746948,1089.013501,1069.991431,1079.502466,29760300
6/22/2023,1074.746948,1098.524536,1069.991431,1069.991431,38508700
6/23/2023,1060.480347,1084.257933,1060.480347,1084.257933,20704900
6/26/2023,1050.969238,1065.235789,1041.458204,1060.480272,25265900
6/27/2023,1060.480347,1074.746898,1050.969312,1050.969312,24633800
7/3/2023,1108.035645,1112.791162,1074.74702,1079.502538,58100700
7/4/2023,1112.791016,1117.546533,1098.524464,1103.279981,20358800
7/5/2023,1150.835205,1160.34624,1117.546583,1117.546583,71359500
7/6/2023,1165.101807,1169.857324,1146.079736,1150.835254,41830700
7/7/2023,1131.81311,1150.835179,1127.057593,1146.079662,32118800
7/10/2023,1150.835205,1150.835205,1127.057618,1131.813136,20339700
7/11/2023,1155.590698,1160.346216,1136.568629,1141.324146,31866300
7/12/2023,1127.057495,1155.590596,1127.057495,1155.590596,28404900
7/13/2023,1103.279907,1117.546458,1084.25784,1117.546458,42297500
7/14/2023,1122.302002,1122.302002,1103.279934,1103.279934,31423200
7/17/2023,1131.81311,1146.079662,1131.81311,1131.81311,26063600
7/18/2023,1108.035645,1136.568751,1103.280127,1136.568751,23104600
7/20/2023,1127.057495,1131.813012,1117.546461,1117.546461,33287800
7/21/2023,1150.835205,1155.590722,1131.813136,1131.813136,70949300
7/24/2023,1174.612793,1179.36831,1141.324171,1150.835206,97266900
7/25/2023,1155.590698,1198.390354,1155.590698,1179.368285,82665100
7/26/2023,1188.879395,1193.634912,1165.101807,1169.857324,96761300
7/27/2023,1165.101807,1188.879395,1160.346289,1188.879395,37905300
7/28/2023,1174.612793,1179.36831,1146.079689,1160.346241,40850500
7/31/2023,1146.07959,1174.612692,1131.813039,1174.612692,64743500
8/1/2023,1136.568481,1146.079515,1127.057448,1146.079515,23569300
8/2/2023,1127.057495,1131.813012,1112.790945,1131.813012,21765400
8/3/2023,1122.302002,1136.568553,1117.546485,1127.057519,18908200
8/4/2023,1141.324097,1160.346165,1136.56858,1136.56858,26476900
8/7/2023,1131.81311,1141.324145,1122.302076,1141.324145,20598900
8/8/2023,1127.057495,1150.835079,1127.057495,1141.324046,22669900
8/9/2023,1141.324097,1141.324097,1127.057545,1136.56858,22561900
8/10/2023,1146.07959,1160.346141,1141.324073,1155.590624,42703500
8/11/2023,1117.546631,1150.835254,1117.546631,1146.079736,35509700
8/14/2023,1136.568481,1146.079515,1108.035381,1122.301931,36895300
8/15/2023,1193.634766,1203.1458,1141.324079,1146.079596,99083700
8/16/2023,1198.390259,1207.901293,1184.123708,1193.634742,41050900
8/18/2023,1207.901367,1217.412402,1179.368264,1198.390333,47312500
8/21/2023,1245.945557,1245.945557,1212.656935,1217.412452,77668100
8/22/2023,1283.989624,1293.500658,1245.945487,1245.945487,102556100
8/23/2023,1283.989624,1322.033761,1283.989624,1298.256175,86184900
8/24/2023,1269.723145,1298.256249,1255.456592,1274.478662,57289800
8/25/2023,1231.678955,1269.723093,1231.678955,1269.723093,46004100
8/28/2023,1274.478638,1288.74519,1241.190017,1241.190017,49355200
8/29/2023,1274.478638,1298.256224,1269.72312,1288.74519,35735000
8/30/2023,1279.234131,1298.2562,1264.967579,1288.745165,37456100
8/31/2023,1269.723145,1279.234179,1260.21211,1274.478662,37316600
9/1/2023,1274.478638,1293.500707,1269.72312,1274.478638,22633200
9/4/2023,1303.011475,1312.522507,1279.233893,1279.233893,48905500
9/5/2023,1303.011475,1322.03354,1298.255958,1307.766991,37110800
9/6/2023,1364.833374,1374.344408,1326.789238,1326.789238,107690900
9/7/2023,1369.588989,1393.366576,1331.544851,1364.833472,105815800
9/8/2023,1374.344482,1398.122069,1360.077931,1369.588965,58380400
9/11/2023,1331.544922,1388.611133,1326.789404,1379.100098,64749200
9/12/2023,1336.300293,1355.322361,1326.789259,1341.05581,52990600
9/13/2023,1360.077759,1364.833275,1341.055692,1345.811209,38990000
9/14/2023,1383.855347,1398.121897,1374.344313,1379.09983,58317100
9/15/2023,1350.566772,1383.85539,1350.566772,1383.85539,55255400
9/18/2023,1350.566772,1364.833323,1336.300222,1355.322289,46627900
9/19/2023,1379.099854,1388.610887,1341.05572,1360.077787,62425500
9/20/2023,1407.633057,1421.899608,1383.855471,1393.366505,93046000
9/21/2023,1402.877441,1412.388475,1388.610891,1407.632958,37546100
9/22/2023,1402.877441,1407.632958,1388.610891,1393.366408,27130700
9/25/2023,1402.877441,1417.143992,1398.121925,1402.877441,32402200
9/26/2023,1317.27832,1412.388668,1307.767286,1407.633151,107378100
9/27/2023,1364.833374,1379.099925,1317.278204,1317.278204,61453100
9/29/2023,1355.32251,1379.100098,1350.566992,1379.100098,24233700
10/2/2023,1336.300293,1345.811327,1322.033742,1345.811327,31881300
10/3/2023,1279.234131,1322.033786,1279.234131,1322.033786,89948000
10/4/2023,1264.967529,1269.723046,1245.945461,1269.723046,57427700
10/5/2023,1241.189941,1269.723044,1236.434424,1255.456492,37851600
10/6/2023,1260.212036,1269.72307,1236.434451,1236.434451,20289800
10/9/2023,1317.27832,1331.544873,1279.234181,1279.234181,58700700
10/10/2023,1322.033691,1350.566793,1317.278175,1341.055759,45513300
10/11/2023,1312.522705,1341.055807,1312.522705,1331.544773,26295100
10/12/2023,1279.234131,1312.522751,1279.234131,1312.522751,41046500
10/13/2023,1288.745117,1303.011668,1279.234083,1298.256151,18962900
10/16/2023,1322.033691,1326.789208,1298.256107,1307.767141,36979400
10/17/2023,1317.27832,1322.033838,1307.767286,1317.27832,22750800
10/18/2023,1350.566772,1369.58884,1298.256088,1307.767121,74460900
10/19/2023,1341.055908,1360.077978,1331.544873,1350.566943,57235900
10/20/2023,1331.544922,1345.811475,1312.522852,1345.811475,47189400
10/23/2023,1264.967529,1326.789251,1260.212012,1322.033734,69223700
10/24/2023,1264.967529,1279.23408,1250.700978,1255.456495,39300700
10/25/2023,1269.723145,1283.989697,1255.456592,1264.967627,35182500
10/26/2023,1260.212036,1269.72307,1241.189968,1264.967553,26026500
10/27/2023,1255.456543,1274.478612,1245.945509,1264.967577,28710000
10/30/2023,1207.901367,1255.456539,1198.390333,1255.456539,43324200
10/31/2023,1217.412354,1236.434422,1155.590632,1198.390285,61726200
11/1/2023,1146.07959,1188.879243,1141.324073,1188.879243,78759900
11/2/2023,1136.568481,1174.612615,1131.812965,1150.835031,52050600
11/3/2023,1184.123779,1193.634814,1150.835159,1150.835159,52737100
11/6/2023,1203.145752,1207.901269,1188.879202,1188.879202,38074400
11/7/2023,1174.612793,1193.634862,1146.079689,1188.879345,54811700
11/8/2023,1160.346069,1174.612619,1146.079519,1169.857103,31984200
11/9/2023,1165.101807,1188.879395,1160.346289,1179.368359,37033100
11/10/2023,1179.368286,1193.634838,1165.101734,1165.101734,29145200
11/13/2023,1179.368286,1193.634838,1165.101734,1184.123803,20144700
11/14/2023,1179.368286,1198.390355,1165.101734,1179.368286,37330100
11/15/2023,1193.634766,1217.412351,1184.123732,1198.390283,33971500
11/16/2023,1203.145752,1203.145752,1174.612651,1193.634718,18745300
11/17/2023,1207.901367,1212.656884,1188.879298,1188.879298,17834500
11/20/2023,1212.65686,1217.412377,1203.145826,1212.65686,16184700
11/21/2023,1241.189941,1241.189941,1207.901322,1207.901322,31763500
11/22/2023,1231.678955,1245.945507,1222.167921,1241.189989,22390500
11/23/2023,1212.65686,1241.189963,1203.145826,1236.434446,24567400
11/24/2023,1207.901367,1226.923436,1193.634816,1212.656884,29571200
11/27/2023,1212.65686,1236.434446,1207.901343,1207.901343,19835100
11/28/2023,1226.92334,1245.945407,1217.412306,1217.412306,19680900
11/29/2023,1226.92334,1241.18989,1217.412306,1231.678857,15113600
11/30/2023,1245.945557,1245.945557,1222.16797,1231.679004,45144600
12/1/2023,1217.412354,1260.212007,1212.656837,1255.45649,35005000
12/4/2023,1217.412354,1241.189939,1212.656837,1226.923388,24493200
12/5/2023,1193.634766,1226.923385,1184.123732,1222.167868,42476700
12/6/2023,1203.145752,1207.901269,1188.879202,1193.634718,18067600
12/7/2023,1203.145752,1236.43437,1188.879202,1217.412302,40972500
12/8/2023,1217.412354,1236.434422,1212.656837,1222.167871,41613300
12/11/2023,1217.412354,1236.434422,1203.145802,1226.923388,30840100
12/12/2023,1212.65686,1222.167895,1198.390309,1217.412377,21613800
12/13/2023,1165.101807,1193.634912,1155.590771,1193.634912,51005200
12/14/2023,1184.123779,1193.634814,1160.346193,1169.857228,23293600
12/15/2023,1198.390259,1222.167843,1184.123708,1184.123708,52881100
12/18/2023,1193.634766,1212.656834,1174.612698,1203.1458,25316200
12/19/2023,1236.434448,1245.945482,1222.167897,1226.923414,67987900
12/20/2023,1226.92334,1255.456441,1226.92334,1236.434373,51466300
12/21/2023,1236.434448,1241.189965,1222.167897,1226.923414,34194600
12/22/2023,1231.678955,1241.189989,1226.923438,1236.434472,29264900
12/27/2023,1231.678955,1250.701024,1226.923438,1236.434472,57605200
12/28/2023,1226.92334,1241.18989,1217.412306,1236.434373,84319700
12/29/2023,1226.913208,1252.688696,1221.75811,1242.378501,124776700
1/2/2024,1283.619263,1283.619263,1226.913191,1226.913191,75818300
1/3/2024,1242.378296,1268.153779,1242.378296,1268.153779,71643200
1/4/2024,1268.153809,1273.308905,1247.533421,1247.533421,61464500
1/5/2024,1257.843628,1283.619112,1257.843628,1283.619112,47595800
1/8/2024,1257.843628,1283.619112,1252.688531,1262.998725,61501200
1/9/2024,1252.688599,1268.15389,1242.378404,1262.998793,37607800
1/10/2024,1268.153809,1268.153809,1257.843615,1268.153809,22865400
1/11/2024,1262.998779,1268.153876,1257.843682,1268.153876,18591600
1/12/2024,1278.463989,1278.463989,1257.843602,1262.998699,36980800
1/15/2024,1293.929321,1304.239515,1278.464031,1278.464031,41068200
1/16/2024,1288.774292,1299.084486,1278.464098,1293.929389,24464000
1/17/2024,1283.619263,1299.084555,1273.309068,1288.77436,23991600
1/18/2024,1268.153809,1283.619099,1262.998712,1283.619099,26521000
1/19/2024,1252.688599,1278.464084,1252.688599,1268.15389,33060200
1/22/2024,1237.223267,1257.843654,1232.06817,1252.688557,42375200
1/23/2024,1211.447876,1242.37846,1195.982584,1237.223363,80570400
1/24/2024,1206.292725,1226.913113,1195.98253,1211.447822,36025300
1/25/2024,1216.602905,1226.913099,1206.292711,1206.292711,33787500
1/26/2024,1226.913208,1232.068306,1201.13772,1216.603013,35850900
1/29/2024,1237.223267,1242.378364,1221.757976,1226.913073,25857300
1/30/2024,1232.068115,1237.223212,1216.602825,1232.068115,29384100
1/31/2024,1237.223267,1262.998751,1232.06817,1242.378364,28213000
2/1/2024,1247.533447,1262.998738,1232.068157,1247.533447,32940300
2/2/2024,1247.533447,1257.843641,1232.068157,1247.533447,41242500
2/5/2024,1252.688599,1273.308987,1247.533502,1247.533502,31425600
2/6/2024,1268.153809,1273.308905,1257.843615,1262.998712,32861600
2/7/2024,1268.153809,1273.308905,1257.843615,1268.153809,24460000
2/12/2024,1273.30896,1283.619154,1262.998766,1268.153863,23773700
2/13/2024,1278.463989,1283.619086,1268.153796,1273.308893,18443100
2/15/2024,1293.929321,1324.859903,1278.464031,1314.549709,55071200
2/16/2024,1299.084473,1304.23957,1283.619181,1299.084473,31491500
2/19/2024,1252.688599,1293.929376,1252.688599,1293.929376,35027700
2/20/2024,1252.688599,1273.308987,1237.223307,1257.843696,57998500
2/21/2024,1247.533447,1257.843641,1237.223253,1252.688544,28164400
2/22/2024,1257.843628,1257.843628,1232.068144,1247.533434,28109200
2/23/2024,1247.533447,1262.998738,1242.37835,1257.843641,15467200
2/26/2024,1221.757813,1247.533294,1216.602716,1247.533294,48399600
2/27/2024,1226.913208,1242.378501,1216.603013,1237.223403,36577400
2/28/2024,1237.223267,1242.378364,1226.913073,1232.06817,23551500
2/29/2024,1247.533447,1247.533447,1232.068157,1242.37835,38652900
3/1/2024,1283.619263,1283.619263,1252.688678,1262.998873,60143900
3/4/2024,1309.394653,1314.54975,1288.774265,1299.084459,72476200
3/5/2024,1355.790405,1355.790405,1314.549632,1314.549632,84971100
3/6/2024,1376.410889,1391.87618,1335.170113,1355.790501,91548800
3/7/2024,1391.876099,1407.341389,1360.945519,1376.410809,77030200
3/8/2024,1376.410889,1402.186373,1371.255792,1391.87618,33227300
3/13/2024,1340.325317,1376.410999,1335.17022,1376.410999,51867100
3/14/2024,1376.410889,1376.410889,1340.32521,1340.32521,42981600
3/15/2024,1371.255859,1376.410957,1345.480373,1376.410957,168791600
3/18/2024,1355.790405,1376.410792,1355.790405,1366.100598,25311200
3/19/2024,1355.790405,1371.255695,1350.635309,1355.790405,22185600
3/20/2024,1366.100586,1371.255682,1345.4802,1355.790393,22774100
3/21/2024,1366.100586,1391.876069,1355.790393,1366.100586,37138200
3/22/2024,1366.100586,1381.565876,1366.100586,1366.100586,17572900
3/25/2024,1376.410889,1376.410889,1366.100695,1376.410889,34644500
3/26/2024,1412.496582,1417.651679,1376.410903,1417.651679,49687500
3/27/2024,1402.186401,1422.80679,1397.031304,1412.496595,31905100
3/28/2024,1391.876099,1422.806679,1371.255712,1412.496485,56468900
4/1/2024,1360.945679,1391.876262,1345.480387,1391.876262,31687700
4/2/2024,1386.721069,1386.721069,1350.635391,1360.945585,27768300
4/3/2024,1381.56604,1402.186429,1371.255846,1386.721137,34356700
4/4/2024,1386.721069,1402.18636,1366.100682,1376.410876,23186300
4/5/2024,1391.876099,1402.186292,1376.410809,1386.721002,15325400
4/16/2024,1448.582153,1464.047443,1407.34138,1412.496477,136392000
4/17/2024,1417.651733,1458.892511,1417.651733,1448.582317,40039100
4/18/2024,1407.341553,1427.961942,1397.031358,1427.961942,34871800
4/19/2024,1422.806763,1438.272054,1397.031278,1412.496569,48533700
4/22/2024,1417.651733,1443.427219,1417.651733,1427.961928,30188300
4/23/2024,1417.651733,1443.427219,1412.496636,1417.651733,19332900
4/24/2024,1381.56604,1427.961915,1371.255846,1417.65172,39036900
4/25/2024,1350.635498,1386.721179,1345.480401,1376.410985,32557400
4/26/2024,1340.325317,1376.410999,1340.325317,1350.635512,28055500
4/29/2024,1376.410889,1381.565986,1314.549725,1355.790501,27687400
4/30/2024,1397.031372,1412.496664,1366.100788,1381.56608,24498900
5/2/2024,1407.341553,1427.961942,1381.566066,1402.186455,49490600
5/3/2024,1407.341553,1412.49665,1391.876261,1407.341553,20510200
5/6/2024,1469.202637,1469.202637,1407.341473,1422.806764,56512000
5/7/2024,1448.582153,1474.357636,1438.27196,1469.20254,25684100
5/8/2024,1479.512817,1479.512817,1448.582236,1448.582236,43532500
5/13/2024,1520.753662,1531.063856,1469.202691,1479.512885,64339500
5/14/2024,1484.667969,1520.753649,1479.512872,1520.753649,26634100
5/15/2024,1458.892456,1525.908717,1458.892456,1489.823038,44476800
5/16/2024,1484.667969,1489.823066,1464.04758,1464.04758,33454900
5/17/2024,1484.667969,1494.978163,1464.04758,1489.823066,28090300
5/20/2024,1500.133179,1505.288276,1474.357695,1484.667888,27290300
5/21/2024,1484.667969,1520.753649,1479.512872,1500.13326,41137800
5/22/2024,1505.28833,1505.28833,1469.202651,1494.978136,31385400
5/27/2024,1479.512817,1515.598496,1474.35772,1505.288302,70609900
5/28/2024,1495.811035,1506.932307,1445.765313,1445.765313,85173300
5/29/2024,1490.25061,1506.93252,1479.129337,1495.811247,23084900
5/30/2024,1523.614258,1540.296166,1490.250442,1490.250442,47278200
5/31/2024,1540.296143,1562.538686,1518.053599,1529.174871,95437800
6/3/2024,1629.266357,1629.266357,1556.978089,1556.978089,84422500
6/4/2024,1623.705811,1634.827083,1584.781356,1612.584538,64394000
6/5/2024,1595.902588,1618.145133,1579.220679,1612.584496,40235800
6/6/2024,1584.78125,1601.463158,1568.099342,1601.463158,24301800
6/7/2024,1579.220581,1607.02376,1568.099309,1584.781217,25352600
6/10/2024,1529.174927,1584.781288,1506.932382,1579.220652,48405800
6/11/2024,1512.493042,1540.296223,1512.493042,1529.174951,27025700
6/12/2024,1551.41748,1562.538753,1518.053664,1523.6143,41923800
6/13/2024,1545.856934,1573.660116,1529.175024,1568.099479,23164500
6/14/2024,1545.856934,1562.538843,1523.614388,1562.538843,23154400
6/19/2024,1479.129272,1551.417545,1468.008,1545.856909,45623700
6/20/2024,1518.053711,1518.053711,1479.129257,1495.811166,18168000
6/21/2024,1518.053711,1545.856892,1512.493075,1518.053711,43444700
6/24/2024,1512.493042,1523.614314,1501.37177,1518.053678,15497700
6/25/2024,1506.932373,1512.493009,1490.250465,1506.932373,17174800
6/26/2024,1529.174927,1534.735563,1501.371746,1506.932382,18956900
6/27/2024,1529.174927,1545.856835,1512.493018,1529.174927,24919400
6/28/2024,1551.41748,1556.978117,1529.174936,1529.174936,29761900
7/1/2024,1556.978149,1579.220694,1534.735604,1551.417513,20224300
7/2/2024,1579.220581,1590.341853,1556.978038,1556.978038,23640200
7/3/2024,1607.023804,1623.705712,1579.220624,1584.78126,37201100
7/4/2024,1590.341797,1618.144975,1590.341797,1612.584339,21481400
7/5/2024,1618.14502,1618.14502,1590.341841,1595.902476,19036800
